gender,category,subcategory,size,brand,min_price,max_price,rating
male,topware,tshirts,M,Louis Philippe,2755,2911,4.3
unisex,topware,shirts,XXL,Gucci,2860,4202,3.2
male,bottomware,shorts,XXL,Levi's,2466,4101,4.3
male,topware,kurtha,S,Arrow,549,1400,4.4
female,topware,half kurthi,XXL,Tommy Hilfiger,1586,3228,4.7
unisex,topware,shirts,S,Arrow,2701,3999,4.7
female,topware,saree,S,Dennis Lingo,2243,3528,3.9
female,bottomware,shorts,L,Prada,231,1699,3.0
female,bottomware,shorts,S,Nike,1201,1939,3.9
unisex,topware,shirts,XL,Dennis Lingo,1158,2340,3.2
unisex,topware,shirts,L,Louis Philippe,1018,2184,4.5
unisex,topware,shirts,S,Pepe Jeans,1381,2072,3.3
unisex,topware,tshirts,S,Gucci,1203,3834,4.7
unisex,bottomware,pants,L,Allen Solly,2328,4816,3.1
unisex,bottomware,shorts,S,Louis Philippe,1750,4465,4.3
unisex,topware,shirts,XXL,Prada,450,1716,3.2
unisex,topware,shirts,S,Spykar,1263,3062,4.6
female,topware,half kurthi,XXL,Zara,253,2866,4.0
unisex,bottomware,pants,L,Nike,661,2920,3.4
female,topware,half kurthi,XXL,HRX,1608,2889,4.6
female,bottomware,shorts,XXL,Dennis Lingo,793,3330,3.1
female,topware,tshirt,XL,H&M,434,2884,3.4
male,bottomware,shorts,M,H&M,2025,2790,3.8
male,topware,tshirts,L,Wrangler,276,3105,4.4
unisex,topware,tshirts,XL,Ralph Lauren,462,2890,3.5
male,topware,shirts,S,Netplay,1369,3947,3.6
male,bottomware,pants,XL,Tommy Hilfiger,756,2227,4.7
male,bottomware,pants,XL,Zara,579,1634,4.6
unisex,topware,shirts,XL,US Polo,931,2605,3.9
male,topware,shirts,L,Gucci,1722,2122,4.9
male,topware,shirts,M,Pepe Jeans,348,2311,3.2
unisex,bottomware,pants,XXL,Tommy Hilfiger,2916,3862,3.5
female,topware,half kurthi,L,Van Heusen,2940,3805,4.8
male,bottomware,night pants,M,Zara,1655,2316,3.3
female,topware,shirt,L,Prada,705,3444,3.4
unisex,topware,tshirts,L,Spykar,795,3756,3.9
female,topware,shirt,L,Gucci,1872,3042,3.8
male,bottomware,night pants,S,Nike,1045,2886,3.8
male,bottomware,pants,L,Nike,456,1657,3.6
male,bottomware,pants,M,Wrangler,1162,2467,4.9
female,bottomware,leggings,L,Van Heusen,883,3161,4.4
female,topware,kurthi,L,Prada,2738,4657,4.6
male,topware,tshirts,M,Levi's,1228,2468,3.2
unisex,bottomware,shorts,S,Nike,2313,3693,3.1
male,bottomware,pants,S,Louis Philippe,422,1247,4.8
male,topware,shirts,L,H&M,1377,3230,4.8
female,bottomware,night pants,M,Allen Solly,2587,3198,4.9
female,topware,saree,M,Puma,1161,2499,4.6
male,bottomware,pants,XXL,Spykar,1057,1453,4.4
unisex,topware,tshirts,L,Ralph Lauren,2192,2390,4.7
male,bottomware,pants,L,Wrangler,733,2701,4.8
unisex,bottomware,shorts,S,Van Heusen,2154,3746,3.2
female,topware,half kurthi,XXL,Louis Philippe,1590,4167,4.8
unisex,topware,tshirts,XL,Wrangler,634,3077,4.1
female,topware,half kurthi,XL,Roadster,2650,3918,4.8
unisex,topware,shirts,L,Prada,2121,4800,4.4
unisex,bottomware,pants,XXL,Netplay,2795,3520,4.6
female,bottomware,night pants,S,Allen Solly,1584,4419,4.5
male,bottomware,pants,L,Adidas,566,1978,3.0
female,bottomware,shorts,XL,Allen Solly,2631,2975,3.2
unisex,bottomware,shorts,M,Zara,423,2174,4.6
unisex,topware,shirts,L,HRX,724,1131,4.2
unisex,topware,tshirts,XXL,Allen Solly,1250,4241,3.1
male,bottomware,shorts,XL,Dennis Lingo,2961,4340,4.6
unisex,bottomware,shorts,XL,Flying Machine,277,2240,3.9
female,topware,kurthi,M,Netplay,2135,2817,3.6
male,topware,tshirts,XXL,Puma,1201,1866,5.0
unisex,topware,shirts,XXL,Tommy Hilfiger,1705,2101,4.7
male,topware,tshirts,S,Netplay,848,2688,4.4
female,topware,shirt,XL,Adidas,738,3333,4.3
unisex,bottomware,pants,XXL,Levi's,2952,4263,4.3
female,bottomware,night pants,XL,Dennis Lingo,1873,3153,3.3
female,bottomware,leggings,XXL,Arrow,366,489,3.0
female,topware,saree,L,HRX,585,1689,4.2
male,topware,kurtha,XXL,Prada,1284,3740,3.2
male,bottomware,pants,XXL,Arrow,1100,1595,3.9
male,bottomware,shorts,M,Levi's,2768,3156,4.4
female,topware,half saree,L,Gucci,2181,3658,4.8
female,bottomware,pants,XL,H&M,377,785,3.6
male,bottomware,night pants,XXL,Roadster,2051,4540,4.5
male,topware,shirts,L,Zara,2145,4989,4.8
unisex,bottomware,shorts,M,Wrangler,1574,2560,4.2
unisex,bottomware,shorts,XL,Netplay,1184,3603,4.7
female,topware,tshirt,XL,Tommy Hilfiger,604,3506,3.5
unisex,topware,shirts,XL,Nike,1396,3774,4.1
male,bottomware,shorts,XL,Pepe Jeans,1663,2138,3.4
unisex,bottomware,shorts,M,Allen Solly,1362,1734,3.3
unisex,bottomware,shorts,M,Pepe Jeans,2728,4496,4.1
male,bottomware,pants,S,Tommy Hilfiger,2560,5499,3.0
female,bottomware,night pants,L,Wrangler,1451,2885,3.1
male,topware,shirts,L,Ralph Lauren,2920,5372,4.6
unisex,topware,shirts,S,Louis Philippe,622,3066,3.0
unisex,bottomware,shorts,XXL,Tommy Hilfiger,1634,2539,4.3
female,topware,tshirt,XL,Ralph Lauren,2455,4140,3.4
male,topware,kurtha,S,Louis Philippe,1218,2613,5.0
female,topware,saree,XXL,Nike,2944,4011,4.7
unisex,bottomware,shorts,M,Netplay,2986,5874,3.8
unisex,bottomware,shorts,XXL,Flying Machine,225,878,3.1
female,bottomware,shorts,XXL,Nike,2099,3700,3.9
unisex,bottomware,shorts,XXL,H&M,1963,4416,3.1
female,bottomware,night pants,L,Arrow,498,1217,4.4
female,topware,shirt,XL,Levi's,1345,2414,3.3
male,topware,tshirts,L,Roadster,2795,4604,3.1
unisex,topware,tshirts,XXL,Zara,2920,5143,4.1
unisex,bottomware,shorts,XL,Peter England,295,2199,3.9
male,bottomware,night pants,M,Louis Philippe,2294,2668,4.1
female,topware,tshirt,S,HRX,1696,2160,3.3
unisex,topware,tshirts,XL,Adidas,1937,3036,3.7
female,topware,kurthi,S,Spykar,615,1591,4.9
female,bottomware,night pants,XL,Peter England,969,1794,5.0
female,bottomware,pants,L,Ralph Lauren,1761,3295,4.3
male,bottomware,pants,S,Gucci,729,2124,3.0
unisex,bottomware,shorts,M,Pepe Jeans,645,1550,3.2
unisex,bottomware,pants,XL,Nike,2823,4533,3.2
unisex,topware,tshirts,M,Levi's,2536,5360,3.7
unisex,bottomware,shorts,XL,Netplay,2611,2842,3.7
female,bottomware,night pants,S,Flying Machine,510,2057,3.2
male,topware,kurtha,XXL,Pepe Jeans,617,1422,3.7
male,bottomware,night pants,XL,Arrow,2975,3270,4.1
male,topware,shirts,XL,Gucci,1392,1757,4.9
female,topware,half saree,S,Prada,2457,4592,4.7
male,topware,kurtha,XL,Van Heusen,2715,5210,4.7
male,topware,tshirts,M,Levi's,2736,5188,3.7
male,bottomware,night pants,S,Van Heusen,2778,3188,3.3
male,bottomware,pants,L,Pepe Jeans,1462,4296,5.0
female,bottomware,pants,XXL,Tommy Hilfiger,1122,3965,4.7
female,bottomware,leggings,XXL,Zara,215,629,3.3
female,topware,half kurthi,XL,Netplay,1636,3487,3.7
male,bottomware,shorts,L,Spykar,1702,3937,4.1
unisex,topware,shirts,M,Ralph Lauren,1850,2707,5.0
male,topware,kurtha,L,Louis Philippe,2953,5518,4.0
male,topware,tshirts,S,Louis Philippe,1293,4249,4.1
unisex,topware,tshirts,L,Allen Solly,2484,4672,4.0
unisex,topware,tshirts,XL,Nike,919,2907,4.4
female,bottomware,shorts,XL,Nike,1313,3588,4.5
female,bottomware,pants,L,Allen Solly,665,1893,3.9
female,topware,tshirt,L,Wrangler,2241,5123,4.1
unisex,topware,shirts,M,Zara,1760,2056,3.6
male,bottomware,pants,S,Pepe Jeans,1628,4473,4.4
unisex,topware,tshirts,XXL,Flying Machine,739,2344,3.1
female,topware,half saree,S,Louis Philippe,699,2719,3.3
female,bottomware,leggings,S,Prada,1226,3430,3.9
unisex,topware,shirts,XXL,Pepe Jeans,684,3344,4.3
unisex,bottomware,pants,M,Allen Solly,2142,2253,3.8
male,bottomware,night pants,S,Nike,727,2123,3.2
male,topware,kurtha,M,Ralph Lauren,1097,2660,3.3
unisex,bottomware,pants,XL,Zara,1195,2110,4.4
unisex,topware,shirts,L,Tommy Hilfiger,1591,4283,4.3
unisex,bottomware,pants,XXL,Peter England,896,2863,4.2
female,topware,shirt,M,Wrangler,1893,2863,4.3
unisex,bottomware,pants,M,Zara,2837,2989,4.4
male,bottomware,night pants,XL,Ralph Lauren,2286,5154,3.9
female,bottomware,shorts,L,Louis Philippe,2847,3605,3.3
unisex,topware,tshirts,XL,Van Heusen,1929,2777,4.2
male,bottomware,night pants,XXL,Levi's,2510,4873,4.9
female,topware,half kurthi,M,Arrow,1599,2698,3.1
female,topware,shirt,L,Louis Philippe,669,2513,3.7
female,topware,saree,M,Nike,2086,2391,4.2
male,topware,shirts,XXL,Nike,935,1523,3.7
female,bottomware,night pants,XL,H&M,1122,1926,5.0
male,bottomware,shorts,S,Gucci,2813,3530,3.4
male,bottomware,night pants,M,Louis Philippe,1558,4270,4.8
unisex,topware,shirts,S,Adidas,837,3248,3.7
male,bottomware,shorts,M,Tommy Hilfiger,936,3265,4.2
male,topware,shirts,L,Allen Solly,1484,1917,4.9
male,topware,kurtha,S,Roadster,864,1535,4.2
female,topware,saree,XXL,Louis Philippe,562,692,3.5
unisex,topware,tshirts,S,Gucci,1505,1692,3.5
female,topware,half saree,M,Prada,1722,4586,3.1
female,topware,kurthi,M,Gucci,578,1339,3.3
unisex,topware,shirts,M,Van Heusen,2836,5636,4.2
unisex,topware,tshirts,S,Allen Solly,1101,3895,4.3
male,topware,shirts,S,HRX,2120,3434,4.6
male,bottomware,shorts,XL,Prada,1153,2684,3.3
male,topware,kurtha,S,HRX,2784,4496,3.9
male,bottomware,night pants,M,Roadster,2341,2607,4.3
unisex,bottomware,pants,S,Allen Solly,1642,3879,4.9
unisex,topware,tshirts,S,HRX,505,1645,3.4
female,bottomware,leggings,XL,Van Heusen,1587,2228,3.3
unisex,topware,shirts,M,Roadster,1899,2954,5.0
unisex,bottomware,shorts,S,Gucci,2057,3406,3.9
unisex,bottomware,shorts,S,US Polo,1680,3601,4.2
female,bottomware,pants,L,Flying Machine,2924,5110,3.3
male,bottomware,night pants,L,Zara,1147,1877,4.5
female,bottomware,leggings,XXL,Van Heusen,2585,3526,4.4
male,topware,kurtha,S,Tommy Hilfiger,2490,4941,3.6
unisex,topware,shirts,S,Adidas,1051,3519,3.5
unisex,topware,tshirts,M,Puma,2495,3300,4.7
unisex,bottomware,shorts,XXL,Puma,1195,2287,4.0
male,topware,kurtha,S,Flying Machine,2947,5788,4.9
male,bottomware,night pants,M,Puma,507,2150,4.6
male,topware,tshirts,XL,HRX,888,2459,3.2
male,topware,kurtha,XL,Louis Philippe,2880,5764,4.1
male,topware,tshirts,XXL,HRX,1551,4365,4.6
female,topware,tshirt,XXL,Roadster,857,3000,4.1
unisex,topware,shirts,XXL,Puma,1554,4269,3.3
unisex,topware,shirts,M,Van Heusen,2818,5119,3.9
male,topware,kurtha,M,Gucci,2850,4802,3.3
unisex,topware,shirts,XXL,Wrangler,2225,2911,3.3
unisex,bottomware,shorts,L,Nike,1762,2798,3.6
unisex,bottomware,shorts,L,Spykar,2697,3816,4.5
male,topware,shirts,XXL,Pepe Jeans,879,1314,3.5
female,topware,tshirt,S,Nike,656,3024,3.5
female,bottomware,pants,L,Arrow,1010,1643,3.2
unisex,topware,shirts,XXL,Peter England,2177,2616,3.6
male,topware,shirts,XL,Ralph Lauren,2102,3665,3.9
male,bottomware,shorts,XL,Adidas,1993,4210,4.5
unisex,bottomware,shorts,XL,H&M,1367,2157,3.0
unisex,bottomware,shorts,XL,Peter England,2381,3918,3.6
male,topware,tshirts,XL,Flying Machine,1755,4152,3.0
unisex,bottomware,shorts,XL,Zara,2156,3483,3.3
unisex,bottomware,shorts,XXL,Peter England,1549,4374,3.6
male,bottomware,shorts,XXL,Roadster,2993,5394,3.6
female,topware,shirt,XL,Gucci,375,876,3.4
unisex,topware,shirts,S,Spykar,1187,3135,3.6
unisex,bottomware,pants,XXL,Tommy Hilfiger,2005,2313,4.3
unisex,topware,tshirts,S,Peter England,2184,2581,4.7
male,bottomware,night pants,L,US Polo,2028,3584,4.1
male,topware,tshirts,L,US Polo,1260,2035,4.6
male,bottomware,night pants,L,Levi's,2694,2830,3.5
unisex,bottomware,shorts,S,Dennis Lingo,1590,4369,3.2
female,bottomware,shorts,M,Arrow,547,1138,4.6
female,topware,tshirt,L,Allen Solly,1796,3738,3.8
male,bottomware,shorts,L,Van Heusen,1666,2661,4.5
unisex,bottomware,shorts,M,Nike,2336,4062,4.9
female,topware,saree,XL,Pepe Jeans,1362,2284,4.8
female,topware,saree,XXL,Flying Machine,2892,5265,4.9
unisex,bottomware,pants,M,Allen Solly,640,2084,4.2
female,bottomware,pants,M,Pepe Jeans,1579,2239,3.5
male,bottomware,night pants,M,Prada,1773,3871,4.2
unisex,topware,shirts,XXL,Nike,1573,4489,4.0
female,topware,half kurthi,XL,Puma,1969,4152,4.9
male,topware,kurtha,L,Pepe Jeans,1719,2470,3.3
unisex,bottomware,shorts,L,Dennis Lingo,2455,5065,3.0
unisex,topware,shirts,M,Nike,1919,3372,5.0
unisex,bottomware,shorts,L,Nike,2437,3216,4.3
unisex,bottomware,pants,L,Adidas,2012,4621,3.2
unisex,topware,shirts,L,Pepe Jeans,1216,4177,4.8
female,bottomware,leggings,L,US Polo,2315,2728,4.9
female,bottomware,leggings,XL,Peter England,1028,2660,4.1
unisex,bottomware,shorts,M,Nike,2710,4001,3.3
male,topware,tshirts,S,Allen Solly,2204,4058,4.9
female,bottomware,leggings,XL,US Polo,461,2755,4.2
female,bottomware,night pants,XXL,Louis Philippe,2685,3285,4.6
male,topware,kurtha,L,Prada,1884,4143,3.3
unisex,topware,shirts,M,Zara,2381,3041,3.1
female,bottomware,pants,XL,Allen Solly,768,1930,3.0
male,topware,tshirts,S,Roadster,1793,2075,4.8
male,topware,shirts,M,Allen Solly,409,2031,3.5
male,bottomware,night pants,XL,Dennis Lingo,720,1327,3.6
male,topware,shirts,S,Dennis Lingo,1889,3827,4.1
male,bottomware,pants,M,Ralph Lauren,1993,2923,3.2
unisex,bottomware,pants,M,Wrangler,1008,2656,3.9
male,topware,kurtha,L,Allen Solly,203,1682,4.4
unisex,bottomware,shorts,L,HRX,1371,2795,3.9
male,bottomware,night pants,M,Prada,1385,1615,3.9
female,topware,kurthi,M,Puma,2555,5222,3.4
male,bottomware,shorts,S,HRX,907,2775,3.6
female,bottomware,leggings,XL,Tommy Hilfiger,1588,4343,4.3
male,topware,kurtha,XXL,Roadster,1917,2227,4.6
male,bottomware,night pants,S,Levi's,2316,4593,4.6
unisex,topware,tshirts,S,Ralph Lauren,2138,4696,3.2
unisex,topware,tshirts,S,Pepe Jeans,1321,2311,4.6
unisex,topware,tshirts,XXL,Dennis Lingo,721,3657,3.6
unisex,bottomware,shorts,XXL,Allen Solly,2135,3076,3.8
unisex,bottomware,shorts,L,Allen Solly,369,3204,3.7
male,bottomware,night pants,M,Allen Solly,2782,4435,4.3
female,bottomware,leggings,L,Tommy Hilfiger,2345,5243,4.1
unisex,topware,shirts,S,Van Heusen,2569,3590,4.2
unisex,bottomware,pants,L,Roadster,666,1876,3.1
female,bottomware,night pants,M,Arrow,1284,2969,4.5
male,topware,kurtha,XXL,Pepe Jeans,782,972,3.1
female,topware,half kurthi,L,Wrangler,1175,1558,4.4
female,topware,kurthi,S,Ralph Lauren,2452,3965,3.6
unisex,topware,tshirts,L,Spykar,2622,4323,3.5
male,bottomware,shorts,XXL,Spykar,2720,4054,3.5
unisex,bottomware,pants,M,US Polo,311,2998,3.2
unisex,bottomware,shorts,L,Pepe Jeans,2537,5428,4.3
male,bottomware,night pants,XL,Levi's,529,3158,4.8
male,topware,kurtha,M,Dennis Lingo,2037,4651,4.4
female,topware,half saree,XXL,Puma,718,1712,4.3
female,topware,saree,L,Peter England,2039,2184,4.8
unisex,bottomware,pants,M,Spykar,2371,4311,4.6
unisex,topware,shirts,L,Tommy Hilfiger,1572,2424,5.0
male,bottomware,shorts,L,Nike,1532,3203,4.4
unisex,topware,shirts,XL,Roadster,1046,2684,4.2
unisex,topware,tshirts,M,US Polo,1852,3311,3.7
female,bottomware,shorts,S,Dennis Lingo,1438,3690,3.4
female,topware,shirt,S,Flying Machine,351,2636,4.7
male,bottomware,shorts,L,Van Heusen,1228,2983,3.9
unisex,topware,tshirts,L,Levi's,2069,4868,3.6
female,bottomware,shorts,L,Wrangler,288,1634,3.5
male,bottomware,pants,XXL,HRX,2373,4844,3.1
unisex,bottomware,shorts,L,Wrangler,2597,5148,4.9
male,bottomware,pants,M,Flying Machine,2807,5722,3.7
unisex,bottomware,shorts,M,Netplay,1873,4869,4.1
unisex,bottomware,shorts,M,HRX,1641,3879,4.8
unisex,bottomware,shorts,L,Spykar,405,3141,4.3
female,bottomware,night pants,XXL,Peter England,1986,3608,4.5
male,topware,shirts,M,Prada,1972,3737,3.6
female,bottomware,leggings,XXL,US Polo,1390,2447,3.6
male,topware,tshirts,XL,Adidas,1386,1638,3.9
unisex,topware,tshirts,M,Zara,617,1707,4.8
male,bottomware,shorts,S,Wrangler,2214,3231,4.3
unisex,bottomware,pants,L,Pepe Jeans,2250,4567,4.5
female,bottomware,pants,L,US Polo,1348,1904,3.3
female,topware,half saree,M,US Polo,1926,3798,3.9
unisex,topware,tshirts,S,Wrangler,1406,3540,3.4
male,bottomware,night pants,S,Nike,1875,3797,4.9
male,bottomware,night pants,M,Zara,2502,3363,3.3
unisex,topware,tshirts,XL,Flying Machine,1505,3324,3.1
female,bottomware,shorts,M,Spykar,1750,3487,3.1
male,bottomware,shorts,XL,Gucci,1426,1773,4.4
female,bottomware,shorts,M,Zara,589,2996,4.7
unisex,topware,tshirts,L,Wrangler,1678,4451,3.8
female,topware,tshirt,L,Wrangler,2088,4473,3.7
female,bottomware,shorts,S,Pepe Jeans,1589,2746,3.3
female,topware,saree,S,Netplay,325,1849,5.0
male,topware,kurtha,S,Arrow,1679,4271,4.5
male,topware,kurtha,S,Tommy Hilfiger,1981,3499,4.1
female,topware,saree,M,Adidas,1505,1801,3.8
male,bottomware,shorts,XXL,Gucci,2179,4505,3.5
male,bottomware,pants,XL,Adidas,2007,3415,4.4
unisex,topware,shirts,XXL,Adidas,1672,1984,5.0
unisex,bottomware,shorts,XXL,Nike,2740,5555,3.5
male,bottomware,night pants,XXL,Gucci,947,1906,3.7
unisex,bottomware,pants,XL,Prada,2323,3883,3.2
unisex,bottomware,shorts,L,Allen Solly,707,3685,3.4
female,topware,kurthi,S,Prada,357,1679,3.9
male,bottomware,pants,L,Spykar,2814,4073,4.8
male,bottomware,night pants,S,Netplay,2083,4612,3.3
male,bottomware,shorts,XXL,Zara,1595,2849,4.1
male,topware,kurtha,XXL,Nike,2834,3576,4.9
male,bottomware,shorts,S,Adidas,751,1399,5.0
male,bottomware,pants,XL,Prada,1732,2166,4.0
female,bottomware,night pants,XXL,Netplay,2404,4066,4.0
unisex,bottomware,shorts,XXL,Adidas,2597,4190,4.1
unisex,topware,shirts,XXL,Flying Machine,1616,1872,4.7
unisex,bottomware,shorts,M,Allen Solly,745,2757,4.6
male,topware,shirts,XXL,Adidas,1220,1724,4.6
male,topware,tshirts,S,US Polo,2620,5564,3.1
male,bottomware,shorts,XXL,Zara,353,2710,4.1
male,topware,kurtha,L,US Polo,1812,4459,3.6
female,topware,tshirt,XXL,Arrow,2816,3983,4.6
male,bottomware,night pants,XXL,Levi's,838,2767,4.9
unisex,topware,tshirts,S,Spykar,2760,3060,4.0
male,topware,shirts,XL,Dennis Lingo,1706,4074,3.6
unisex,bottomware,pants,S,Roadster,2114,3318,4.7
male,topware,shirts,S,Van Heusen,2286,2846,4.7
unisex,bottomware,pants,XXL,Puma,2525,5280,4.7
male,topware,shirts,S,Flying Machine,1501,3681,4.8
female,bottomware,shorts,S,US Polo,1746,3325,5.0
unisex,topware,shirts,L,Wrangler,1473,1763,3.0
male,bottomware,pants,XL,Puma,1696,4295,5.0
male,topware,kurtha,XXL,Gucci,2620,2722,4.7
male,bottomware,shorts,M,Ralph Lauren,532,3371,5.0
male,topware,shirts,XL,Wrangler,2787,4217,3.8
unisex,bottomware,pants,M,Allen Solly,2899,4555,3.1
male,topware,tshirts,M,Nike,938,1319,3.9
unisex,topware,shirts,XL,Adidas,2186,3341,3.1
male,bottomware,pants,M,H&M,2585,4169,3.5
male,topware,kurtha,XL,Nike,2291,4032,4.0
male,bottomware,night pants,L,Flying Machine,1568,2822,4.7
female,topware,half kurthi,XXL,Flying Machine,1969,3248,4.0
male,bottomware,pants,M,Puma,788,3217,4.1
female,bottomware,night pants,XXL,Ralph Lauren,1727,3807,4.1
female,bottomware,shorts,S,Ralph Lauren,2111,3684,4.2
female,topware,kurthi,S,Prada,700,2781,3.2
female,topware,half saree,XL,Adidas,2200,2729,4.4
unisex,bottomware,shorts,S,Pepe Jeans,2558,4409,3.2
male,bottomware,night pants,M,Flying Machine,1623,2577,3.4
female,topware,half kurthi,S,Ralph Lauren,1771,3900,3.6
unisex,bottomware,shorts,L,H&M,2277,4709,3.8
male,topware,tshirts,XXL,Tommy Hilfiger,1124,3896,4.5
unisex,bottomware,shorts,L,Prada,1705,4103,3.3
male,bottomware,shorts,M,Nike,205,1691,4.9
unisex,bottomware,pants,S,US Polo,1281,2873,4.0
female,bottomware,shorts,XXL,Dennis Lingo,2743,4106,4.3
male,topware,shirts,M,Dennis Lingo,2205,2771,4.8
unisex,bottomware,shorts,L,Roadster,1025,2960,4.4
unisex,topware,tshirts,M,Adidas,1540,4213,3.8
male,topware,shirts,XXL,Gucci,215,2046,4.7
male,topware,tshirts,XL,Prada,2072,2909,3.6
male,bottomware,pants,M,Van Heusen,1480,3895,3.6
unisex,bottomware,shorts,XL,Arrow,1351,1733,3.9
female,bottomware,pants,S,Zara,551,1499,4.4
female,topware,half kurthi,XXL,Roadster,2603,3248,3.5
male,bottomware,pants,XL,Roadster,2121,3004,3.7
unisex,bottomware,pants,L,Wrangler,1400,3921,5.0
male,bottomware,pants,XXL,Adidas,1078,2586,3.3
male,topware,shirts,XXL,Spykar,1351,2337,4.2
female,bottomware,night pants,L,Zara,1901,3766,3.5
female,bottomware,leggings,XXL,Allen Solly,2813,3920,4.1
female,bottomware,shorts,XXL,H&M,228,1463,4.7
male,bottomware,pants,L,Tommy Hilfiger,2158,4402,4.6
unisex,topware,shirts,XXL,Allen Solly,2641,4436,4.3
female,topware,kurthi,S,Louis Philippe,1312,3824,3.5
female,topware,saree,L,Levi's,331,1101,4.8
male,bottomware,shorts,L,Zara,929,1867,4.9
unisex,bottomware,shorts,XL,Allen Solly,2659,3399,3.8
male,topware,shirts,L,Wrangler,562,1146,3.6
unisex,topware,tshirts,M,Louis Philippe,1844,3715,3.2
male,bottomware,shorts,XL,Pepe Jeans,518,1407,3.9
unisex,bottomware,pants,S,Zara,675,2890,4.3
unisex,bottomware,pants,S,US Polo,1993,4701,3.9
male,bottomware,night pants,L,Louis Philippe,723,3708,4.3
unisex,bottomware,pants,XXL,Peter England,794,1827,3.2
male,bottomware,night pants,S,US Polo,1661,2202,3.4
unisex,bottomware,pants,XL,Peter England,1726,4459,5.0
unisex,topware,tshirts,L,Peter England,1933,2616,4.8
unisex,bottomware,pants,XL,Wrangler,436,880,3.1
male,bottomware,night pants,XL,Nike,1492,2123,3.7
male,topware,kurtha,S,Tommy Hilfiger,1454,3612,4.9
female,bottomware,night pants,XL,Louis Philippe,965,2620,4.7
female,bottomware,shorts,M,Spykar,471,2908,4.4
unisex,bottomware,pants,XXL,Arrow,1966,3368,4.2
female,bottomware,leggings,XL,Louis Philippe,1694,2085,4.7
female,bottomware,leggings,M,HRX,2977,4817,3.1
female,topware,half saree,M,HRX,2955,4146,5.0
unisex,topware,shirts,XXL,HRX,849,1370,3.4
female,bottomware,shorts,S,Pepe Jeans,577,2725,4.2
unisex,bottomware,pants,M,Zara,1708,3731,3.6
female,topware,half saree,XXL,HRX,2782,4700,4.2
male,topware,shirts,M,Tommy Hilfiger,394,2039,4.7
female,topware,saree,XL,Louis Philippe,1583,1846,4.4
unisex,bottomware,shorts,XXL,Puma,1641,2508,3.5
male,topware,shirts,XXL,Spykar,2025,4780,3.7
female,topware,kurthi,XL,Nike,788,2156,3.5
female,bottomware,pants,M,Prada,2836,3277,4.9
male,bottomware,night pants,L,Adidas,2733,5157,3.3
female,bottomware,leggings,M,Flying Machine,2931,3670,4.7
unisex,topware,tshirts,L,Louis Philippe,1610,3299,5.0
unisex,topware,shirts,L,Netplay,2620,2802,3.6
male,bottomware,shorts,M,Allen Solly,2937,5894,3.4
female,topware,kurthi,S,Roadster,1282,3818,4.0
female,bottomware,night pants,XXL,Van Heusen,277,2545,3.1
unisex,topware,shirts,M,Dennis Lingo,427,1075,3.9
female,bottomware,leggings,L,Nike,1061,3632,3.0
female,bottomware,pants,S,Gucci,2606,3910,4.9
female,topware,saree,XXL,Dennis Lingo,1390,1583,4.9
male,topware,kurtha,S,Pepe Jeans,1309,3450,4.1
unisex,topware,shirts,L,Roadster,735,3591,4.6
female,topware,half kurthi,S,Ralph Lauren,451,2764,4.3
female,bottomware,pants,XXL,H&M,231,2047,4.5
male,topware,tshirts,XL,Tommy Hilfiger,2517,5023,5.0
female,bottomware,leggings,XL,Netplay,2356,4975,3.0
female,bottomware,pants,S,Adidas,1820,2515,4.9
male,bottomware,shorts,XXL,Prada,2420,2657,3.7
male,topware,shirts,L,Pepe Jeans,2740,4323,3.7
female,topware,tshirt,XL,Pepe Jeans,1738,3401,4.8
unisex,bottomware,pants,S,HRX,1756,1946,3.8
male,bottomware,night pants,L,Roadster,2484,4103,4.5
male,bottomware,night pants,XXL,Louis Philippe,898,2621,4.6
male,bottomware,shorts,XXL,Spykar,1595,3732,4.1
unisex,bottomware,shorts,M,Nike,2270,4661,3.1
unisex,topware,tshirts,S,Pepe Jeans,2372,2504,4.0
female,bottomware,leggings,M,Van Heusen,1230,2716,3.6
unisex,bottomware,pants,XL,Allen Solly,1876,4719,4.9
male,topware,kurtha,S,Netplay,1441,2083,3.0
male,topware,shirts,XXL,Tommy Hilfiger,1387,2674,4.6
female,topware,tshirt,XXL,Pepe Jeans,1332,3335,4.4
unisex,bottomware,pants,XXL,Louis Philippe,1667,4123,4.4
unisex,topware,tshirts,XL,Pepe Jeans,2532,5354,3.9
unisex,topware,tshirts,XXL,Ralph Lauren,2886,4833,4.5
female,bottomware,leggings,L,Louis Philippe,2465,4231,5.0
female,topware,half kurthi,XXL,Zara,1031,2493,3.1
unisex,bottomware,shorts,L,Tommy Hilfiger,555,2605,4.7
unisex,bottomware,pants,M,US Polo,313,467,4.4
unisex,bottomware,pants,XXL,Zara,542,722,4.8
female,bottomware,leggings,S,Levi's,2661,3900,3.4
unisex,topware,shirts,L,HRX,1187,2872,3.9
male,topware,kurtha,L,Netplay,2177,2365,3.6
unisex,topware,shirts,L,Roadster,492,1824,3.4
male,topware,tshirts,L,Pepe Jeans,356,748,3.8
male,topware,kurtha,L,Van Heusen,866,3605,3.5
female,topware,half saree,S,Spykar,1614,3695,4.6
unisex,bottomware,pants,XL,Dennis Lingo,262,1596,3.3
female,topware,half kurthi,XL,Roadster,2363,4121,4.1
